Date,TransactionType,Amount,Currency,ExchangeRate,Balance,Merchant,Category,Subcategory,Country,City,IsFraud,Notes,CustomerSince,Amount_IDR,BalanceCategory
2024-03-17,DEBIT,14.63,INR,1.0,-538154.95,Flipkart,Clothing,Men,Australia,Noida,TRUE,,,2779.7000000000003,Negative
2024-12-05,DEBIT,20.85,INR,1.0,-2592843.07,Reliance,Health,Clinic,USA,Kolkata,TRUE,PROMO APPLIED,,3961.5000000000005,Negative
2023-09-22,DEBIT,15.97,GBP,92.1472,-1626390.25,Paytm Mall,Clothing,Women,UK,Chennai,TRUE,SUSPECTED FRAUD,2018.0,279602.24896,Negative
2024-04-07,DEBIT,33.37,GBP,101.5922,-2495482.66,Swiggy,Education,Books,Canada,Hyderabad,TRUE,MONTHLY SUBSCRIPTION,,644125.02566,Negative
2025-02-18,DEBIT,6.16,INR,1.0,-145998.19,Flipkart,Education,Course,UAE,Noida,TRUE,CASHBACK CREDITED,2016.0,1170.4,Negative
2025-08-22,DEBIT,3.91,INR,1.0,-1641954.78,AutoZone,Health,Clinic,UAE,Mumbai,TRUE,MONTHLY SUBSCRIPTION,2022.0,742.9,Negative
2024-01-02,REFUND,29.24,AED,19.7704,-1641954.78,Starbucks,Travel,Hotel,India,Gurugram,TRUE,MANUAL ADJUSTMENT,,109836.43423999997,Negative
2023-10-02,DEBIT,59.43,AED,20.9518,-2428418.73,Paytm Mall,Automotive,Repair,Australia,Pune,TRUE,MANUAL ADJUSTMENT,,236581.44006,Negative
2025-03-11,CREDIT,85.03,INR,1.0,-540029.37,Myntra,Travel,Taxi,Canada,Pune,TRUE,CASHBACK CREDITED,,16155.7,Negative
2024-08-22,DEBIT,33.37,INR,1.0,-160238.89,ElectroWorld,Education,Course,UAE,Jaipur,TRUE,SUSPECTED FRAUD,2021.0,6340.299999999999,Negative
2024-11-02,CREDIT,20.12,INR,1.0,-279643.53,Reliance,Clothing,Women,USA,Chennai,TRUE,SUSPECTED FRAUD,2017.0,3822.8,Negative
2025-04-05,CREDIT,160.55,AED,21.5189,-2866643.2,BigBasket,Utilities,Electricity,USA,Hyderabad,TRUE,PROMO APPLIED,,656423.28505,Negative
2024-05-03,DEBIT,47.39,AED,19.8167,-1024994.9,Amazon,Health,Pharmacy,Australia,Kolkata,TRUE,PROMO APPLIED,,178431.54847,Negative
2024-05-27,CREDIT,33.37,AED,19.299,-2773871.57,ShopEasy,Clothing,Men,Australia,Pune,TRUE,CASHBACK CREDITED,,122361.4497,Negative
2024-05-25,DEBIT,10.76,INR,1.0,-1626949.56,Paytm Mall,Entertainment,Concert,UAE,Pune,TRUE,CHARGEBACK REQUESTED,,2044.3999999999999,Negative
2025-04-03,REFUND,36.37,GBP,96.2957,-1641954.78,Walmart,Health,Pharmacy,Canada,Noida,TRUE,PROMO APPLIED,2021.0,665432.17571,Negative
2024-05-10,CREDIT,117.98,USD,80.6337,-1641954.78,ShopEasy,Travel,Taxi,USA,Noida,TRUE,PROMO APPLIED,2016.0,1807501.1459400002,Negative
2024-03-09,DEBIT,87.62,USD,72.1067,-1641954.78,ShopEasy,Clothing,Men,Canada,Delhi,TRUE,MANUAL ADJUSTMENT,,1200417.92026,Negative
2025-04-26,CREDIT,33.37,INR,1.0,-1985189.17,Starbucks,Utilities,Internet,Canada,Pune,TRUE,CASHBACK CREDITED,2016.0,6340.299999999999,Negative
2024-02-01,DEBIT,12.99,AED,20.2508,-1931856.98,Amazon,Health,Pharmacy,UK,Bengaluru,TRUE,REPEAT PURCHASE,,49980.999480000006,Negative
2024-06-02,CREDIT,26.35,USD,75.3592,-2901770.95,Starbucks,Dining,Cafe,USA,Gurugram,TRUE,CHARGEBACK REQUESTED,,377285.8348,Negative
2024-11-25,DEBIT,98.85,USD,81.9375,-1641685.39,Swiggy,Dining,FastFood,Canada,Chennai,TRUE,SUSPECTED FRAUD,,1538909.15625,Negative
2024-03-01,CREDIT,52.21,GBP,98.0751,-2463416.99,BigBasket,Entertainment,Concert,India,Chennai,TRUE,PROMO APPLIED,,972895.1844900001,Negative
2024-07-03,CREDIT,10.28,AED,18.3402,-1641954.78,Walmart,Education,Course,USA,Noida,TRUE,MANUAL ADJUSTMENT,2018.0,35822.07864,Negative
2024-02-02,CREDIT,47.88,USD,76.7466,-174912.95,Amazon,Dining,FastFood,USA,Delhi,TRUE,MONTHLY SUBSCRIPTION,,698179.1695200001,Negative
2024-11-08,DEBIT,5.32,INR,1.0,-529946.01,Paytm Mall,Education,Course,USA,Kolkata,TRUE,"CASHBACK CREDITED -- VERIFY
CONTACT SUPPORT",2024.0,1010.8000000000001,Negative
2023-10-08,CREDIT,33.37,USD,82.2017,-2235681.35,Walmart,Dining,Restaurant,UK,Noida,TRUE,PROMO APPLIED,,521183.43851,Negative
2024-10-13,CREDIT,37.47,INR,1.0,-2775234.32,AutoZone,Health,Clinic,Canada,Bengaluru,TRUE,MANUAL ADJUSTMENT,,7119.3,Negative
2024-10-28,DEBIT,17.89,USD,76.3201,-1200469.1,Amazon,Clothing,Men,UAE,Mumbai,TRUE,CHARGEBACK REQUESTED,,259419.65191,Negative
2023-11-28,REFUND,30.72,USD,72.6074,-2579696.24,AutoZone,Groceries,Supermarket,India,Gurugram,TRUE,PROMO APPLIED,,423794.87231999997,Negative
2023-12-04,DEBIT,32.76,INR,1.0,-965124.46,ElectroWorld,Clothing,Women,UK,Kolkata,TRUE,CHARGEBACK REQUESTED,,6224.4,Negative
2023-11-12,DEBIT,24.45,INR,1.0,-2520107.68,BigBasket,Groceries,Supermarket,India,Bengaluru,TRUE,CASHBACK CREDITED,,4645.5,Negative
2025-01-28,DEBIT,33.37,GBP,105.4575,-1077548.28,LocalMart,Electronics,Accessory,UAE,Hyderabad,TRUE,REPEAT PURCHASE,,668632.18725,Negative
2024-08-25,CREDIT,170.2,GBP,95.4012,-593459.41,LocalMart,Clothing,Men,UK,Delhi,TRUE,,,3085084.0056,Negative
2025-07-21,CREDIT,33.37,INR,1.0,-1269927.04,ShopEasy,Travel,Hotel,India,Gurugram,TRUE,REPEAT PURCHASE,,6340.299999999999,Negative
2024-09-22,DEBIT,91.96,GBP,95.5215,-2935197.35,Flipkart,Groceries,Supermarket,USA,Jaipur,TRUE,PROMO APPLIED,,1668989.8565999998,Negative
2024-09-18,DEBIT,91.79,USD,72.6217,-174905.12,BigBasket,Automotive,Fuel,India,Pune,TRUE,CHARGEBACK REQUESTED,,1266529.71017,Negative
2025-01-02,DEBIT,9.78,AED,19.5196,-1602600.6,Reliance,Groceries,Specialty,UK,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,,36271.320719999996,Negative
2025-09-07,DEBIT,33.37,INR,1.0,-1641954.78,BigBasket,Groceries,Specialty,Australia,Chennai,TRUE,CHARGEBACK REQUESTED,2018.0,6340.299999999999,Negative
2023-09-15,CREDIT,273.24,INR ,1.0,-1558762.83,Swiggy,Education,Books,UK,Noida,TRUE,REPEAT PURCHASE,,51915.6,Negative
2023-09-28,CREDIT,33.37,USD,73.62,-2901403.58,BigBasket,Electronics,Accessory,UK,Gurugram,TRUE,CHARGEBACK REQUESTED,2023.0,466772.886,Negative
2025-06-03,CREDIT,9.05,USD,76.8765,-436886.43,Myntra,Health,Pharmacy,India,Mumbai,TRUE,SUSPECTED FRAUD,,132189.14174999998,Negative
2025-08-26,CREDIT,24.82,USD,80.0265,-436783.42,Starbucks,Education,Books,Australia,Pune,TRUE,MANUAL ADJUSTMENT,,377388.9687,Negative
2024-06-03,DEBIT,33.37,INR,1.0,-480285.65,Swiggy,Clothing,Women,Australia,Gurugram,TRUE,CHARGEBACK REQUESTED,,6340.299999999999,Negative
2023-12-13,DEBIT,13.1,INR,1.0,-166037.75,Zomato,Education,Course,India,Kolkata,TRUE,MONTHLY SUBSCRIPTION,,2489.0,Negative
2025-09-06,DEBIT,58.57,USD,82.7018,-1641954.78,Myntra,Automotive,Fuel,Australia,Chennai,TRUE,MANUAL ADJUSTMENT,,920330.4409400001,Negative
2025-06-22,CREDIT,59.83,AED,18.4143,-2249647.12,Swiggy,Clothing,Men,UAE,Chennai,TRUE,,,209328.23810999998,Negative
2024-09-23,REFUND,34.49,AED,19.5351,-2775595.28,Swiggy,Health,Pharmacy,Australia,Hyderabad,TRUE,MONTHLY SUBSCRIPTION,2023.0,128015.46381000002,Negative
2023-11-25,REFUND,91.79,AED,20.4901,-2119689.94,Zomato,Education,Course,India,Jaipur,TRUE,SUSPECTED FRAUD,,357349.39301000006,Negative
2024-10-03,CREDIT,10.0,INR,1.0,-2868192.05,LocalMart,Entertainment,Streaming,UAE,Jaipur,TRUE,,,1900.0,Negative
2024-10-11,DEBIT,1.64,GBP,93.4856,-1641954.78,Swiggy,Entertainment,Concert,Australia,Chennai,TRUE,MANUAL ADJUSTMENT,,29130.11296,Negative
2023-11-07,DEBIT,1332.29,INR,1.0,-260001.14,Zomato,Automotive,Repair,India,Gurugram,TRUE,REPEAT PURCHASE,2024.0,253135.1,Negative
2024-09-07,DEBIT,33.37,GBP,94.3188,-2593010.26,Paytm Mall,Education,Course,India,Mumbai,TRUE,CASHBACK CREDITED,2026.0,598009.48764,Negative
2023-11-02,DEBIT,33.37,AED,20.669,-2775034.77,Amazon,Clothing,Women,UK,Chennai,TRUE,REPEAT PURCHASE,2025.0,131047.6607,Negative
2024-09-13,DEBIT,21.18,USD,75.7268,-1713280.43,BigBasket,Electronics,Accessory,UK,Delhi,TRUE,MANUAL ADJUSTMENT,,304739.78855999996,Negative
2024-02-14,DEBIT,187.99,USD,80.9764,-457347.21,Amazon,Travel,Hotel,UK,Kolkata,TRUE,PROMO APPLIED,,2892323.15284,Negative
2023-12-05,CREDIT,31.29,USD,80.7593,-2419592.42,BigBasket,Health,Clinic,Canada,Delhi,TRUE,PROMO APPLIED,,480122.11442999996,Negative
2025-03-21,DEBIT,52.4,USD,76.3449,-481299.05,Zomato,Electronics,Laptop,USA,Bengaluru,TRUE,,,760089.8243999999,Negative
2024-07-05,DEBIT,17.0,AED,18.6397,-1652756.87,Reliance,Automotive,Fuel,India,Chennai,TRUE,MANUAL ADJUSTMENT,,60206.23100000001,Negative
2024-04-06,DEBIT,188.33,INR,1.0,-1641954.78,ShopEasy,Electronics,Mobile,USA,Delhi,TRUE,CHARGEBACK REQUESTED,,35782.700000000004,Negative
2024-07-19,DEBIT,33.37,USD,72.3149,-2231667.65,Zomato,Education,Course,UK,Kolkata,TRUE,PROMO APPLIED,,458498.1604699999,Negative
2023-11-25,DEBIT,58.65,INR,1.0,-1198325.31,BigBasket,Travel,Hotel,India,Kolkata,TRUE,MANUAL ADJUSTMENT,2023.0,11143.5,Negative
2025-07-03,DEBIT,287.47,AED,19.3699,-538109.57,Flipkart,Groceries,Specialty,UK,Delhi,TRUE,,,1057970.3790700003,Negative
2024-08-09,DEBIT,53.73,INR,1.0,-2933758.17,AutoZone,Education,Books,UAE,Hyderabad,TRUE,REPEAT PURCHASE,2018.0,10208.699999999999,Negative
2024-09-06,REFUND,41.52,USD,82.3617,-2773395.56,AutoZone,Travel,Taxi,UAE,Bengaluru,TRUE,CASHBACK CREDITED,,649734.97896,Negative
2025-01-01,CREDIT,33.37,INR,1.0,-1641954.78,LocalMart,Travel,Hotel,Canada,Pune,TRUE,MANUAL ADJUSTMENT,,6340.299999999999,Negative
2025-01-27,DEBIT,24.27,INR ,1.0,-1162865.21,Walmart,Travel,Taxi,USA,Hyderabad,TRUE,CHARGEBACK REQUESTED,,4611.3,Negative
2024-05-31,CREDIT,343.1,USD,72.2898,-2419526.75,Walmart,Education,Course,UAE,Kolkata,TRUE,PROMO APPLIED,,4712499.7722000005,Negative
2025-05-15,DEBIT,44.66,USD,76.934,-1603292.16,Reliance,Groceries,Supermarket,UK,Noida,TRUE,MONTHLY SUBSCRIPTION,,652815.7636,Negative
2025-04-27,DEBIT,19.4,USD,76.7523,-2934618.12,AutoZone,Education,Books,India,Mumbai,TRUE,REPEAT PURCHASE,,282908.9778,Negative
2025-04-28,DEBIT,103.85,INR,1.0,-2873256.68,ShopEasy,Electronics,Accessory,Canada,Delhi,TRUE,CHARGEBACK REQUESTED,,19731.5,Negative
2024-01-12,REFUND,4.4,AED,18.2196,-1824312.76,Reliance,Entertainment,Concert,UAE,Pune,TRUE,MANUAL ADJUSTMENT,,15231.5856,Negative
2023-09-13,DEBIT,2.71,USD,81.7913,-1641954.78,Zomato,Travel,Flight,UK,Pune,TRUE,PROMO APPLIED,,42114.34037,Negative
2025-09-04,REFUND,39.9,USD,82.2203,-1641954.78,AutoZone,Health,Clinic,India,Kolkata,TRUE,REPEAT PURCHASE,,623312.0942999999,Negative
2023-11-24,DEBIT,36.41,USD,80.2918,-2727816.93,Myntra,Entertainment,Concert,Australia,Pune,TRUE,,,555450.64322,Negative
2024-11-06,CREDIT,84.17,INR,1.0,-1641078.29,Flipkart,Electronics,Laptop,Australia,Bengaluru,TRUE,CASHBACK CREDITED,,15992.300000000001,Negative
2024-08-29,REFUND,5.57,USD,77.65,-973993.52,ElectroWorld,Groceries,Supermarket,India,Chennai,TRUE,REPEAT PURCHASE,,82176.99500000001,Negative
2023-11-18,CREDIT,33.37,AED,21.7646,-2775302.32,Paytm Mall,Electronics,Mobile,UK,Noida,TRUE,MANUAL ADJUSTMENT,,137994.09338,Negative
2024-01-15,REFUND,33.37,INR,1.0,-539932.62,AutoZone,Education,Books,Canada,Kolkata,TRUE,PROMO APPLIED,2018.0,6340.299999999999,Negative
2024-02-04,DEBIT,33.37,INR,1.0,-2764662.03,Reliance,Automotive,Fuel,India,Jaipur,TRUE,PROMO APPLIED,,6340.299999999999,Negative
2025-04-14,REFUND,12.22,INR,1.0,-260492.03,AutoZone,Education,Books,UAE,Jaipur,TRUE,MANUAL ADJUSTMENT,,2321.8,Negative
2024-04-19,CREDIT,178.28,USD,82.9635,-145995.11,Paytm Mall,Travel,Flight,UAE,Bengaluru,TRUE,REPEAT PURCHASE,,2810239.2282000002,Negative
2025-04-06,DEBIT,33.37,INR,1.0,-1641954.78,Swiggy,Clothing,Men,UAE,Gurugram,TRUE,REPEAT PURCHASE,,6340.299999999999,Negative
2024-05-22,REFUND,33.37,USD,78.7066,-1641954.78,AutoZone,Health,Pharmacy,UK,Hyderabad,TRUE,REPEAT PURCHASE,2018.0,499023.4559799999,Negative
2023-11-30,CREDIT,125.02,USD,79.5532,-1105490.15,ShopEasy,Utilities,Water,USA,Gurugram,TRUE,,,1889690.80216,Negative
2025-07-14,CREDIT,33.37,INR,1.0,-1641954.78,ElectroWorld,Clothing,Women,India,Mumbai,TRUE,CASHBACK CREDITED,,6340.299999999999,Negative
2024-09-27,DEBIT,369.53,INR,1.0,-490108.12,Zomato,Education,Books,USA,Hyderabad,TRUE,PROMO APPLIED,,70210.7,Negative
2024-10-26,DEBIT,31.69,USD,77.8201,-2825119.57,AutoZone,Education,Course,Australia,Pune,TRUE,REPEAT PURCHASE,,468562.60411,Negative
2025-01-06,REFUND,24.32,GBP,102.102,-541892.93,ElectroWorld,Dining,Restaurant,USA,Gurugram,TRUE,,2020.0,471792.9216,Negative
2024-11-10,CREDIT,113.1,INR,1.0,-1850559.71,AutoZone,Entertainment,Streaming,Australia,Jaipur,TRUE,MONTHLY SUBSCRIPTION,2017.0,21489.0,Negative
2024-07-28,REFUND,62.63,GBP,103.0176,-2580674.4,AutoZone,Health,Clinic,India,Mumbai,TRUE,REPEAT PURCHASE,,1225878.53472,Negative
2023-09-24,DEBIT,27.23,AED,21.7704,-1198012.2,BigBasket,Education,Books,USA,Gurugram,TRUE,MANUAL ADJUSTMENT,2025.0,112633.51848,Negative
2024-06-30,CREDIT,33.37,INR,1.0,-1931577.81,Amazon,Health,Clinic,Australia,Noida,TRUE,CHARGEBACK REQUESTED,,6340.299999999999,Negative
2025-01-25,DEBIT,14.5,USD,74.3022,-556985.44,ShopEasy,Electronics,Laptop,UAE,Bengaluru,TRUE,MANUAL ADJUSTMENT,2023.0,204702.56100000002,Negative
2025-09-04,CREDIT,33.37,INR,1.0,-1641954.78,AutoZone,Clothing,Women,UK,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,2019.0,6340.299999999999,Negative
2023-09-20,DEBIT,37.45,USD,82.6843,-2452505.58,Myntra,Dining,FastFood,Canada,Gurugram,TRUE,REPEAT PURCHASE,2023.0,588340.13665,Negative
2024-08-31,DEBIT,33.37,USD,74.6098,-1641954.78,BigBasket,Travel,Hotel,Australia,Hyderabad,TRUE,CASHBACK CREDITED,2025.0,473048.51494,Negative
2025-01-02,DEBIT,31.4,INR,1.0,-2873919.68,Walmart,Clothing,Men,India,Jaipur,TRUE,REPEAT PURCHASE,,5966.0,Negative
2024-07-17,DEBIT,26.5,USD,72.8057,-1641954.78,Amazon,Clothing,Men,Australia,Jaipur,TRUE,CHARGEBACK REQUESTED,2021.0,366576.6995,Negative
2024-12-20,CREDIT,5.38,INR,1.0,-259297.92,AutoZone,Groceries,Supermarket,India,Kolkata,TRUE,CASHBACK CREDITED,,1022.1999999999999,Negative
2024-02-08,DEBIT,0.98,INR,1.0,-1850336.91,Myntra,Clothing,Men,UAE,Hyderabad,TRUE,,,186.2,Negative
2025-06-28,DEBIT,20.8,INR,1.0,-489934.93,Paytm Mall,Clothing,Men,Canada,Noida,TRUE,,,3952.0,Negative
2023-12-09,CREDIT,33.37,USD,74.8623,-1985668.1,Starbucks,Groceries,Supermarket,UAE,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,,474649.44069,Negative
2024-11-19,CREDIT,33.37,GBP,98.3183,-2901757.77,ElectroWorld,Travel,Flight,USA,Gurugram,TRUE,PROMO APPLIED,,623367.5174899999,Negative
2024-01-17,DEBIT,33.37,USD,74.4739,-1641954.78,Amazon,Entertainment,Movies,USA,Delhi,TRUE,SUSPECTED FRAUD,2020.0,472186.86817,Negative
2024-12-04,REFUND,33.37,INR,1.0,-2579982.27,BigBasket,Automotive,Repair,India,Pune,TRUE,REPEAT PURCHASE,,6340.299999999999,Negative
2024-04-15,CREDIT,24.93,AED,20.8119,-2908636.66,Paytm Mall,Entertainment,Concert,Australia,Noida,TRUE,CHARGEBACK REQUESTED,,98579.72673000001,Negative
2024-04-13,DEBIT,93.13,AED,20.7193,-1641954.78,Paytm Mall,Electronics,Accessory,India,Mumbai,TRUE,MONTHLY SUBSCRIPTION,,366621.79771,Negative
2025-07-22,DEBIT,26.36,USD,75.2042,-1221422.0,Paytm Mall,Automotive,Fuel,UK,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,2018.0,376652.71527999995,Negative
2024-06-06,CREDIT,54.47,INR,1.0,-2514599.23,AutoZone,Electronics,Mobile,USA,Bengaluru,TRUE,CHARGEBACK REQUESTED,,10349.3,Negative
2025-05-26,REFUND,34.33,USD,77.4339,-1807045.73,ShopEasy,Education,Course,UK,Mumbai,TRUE,MONTHLY SUBSCRIPTION,,505078.09952999995,Negative
2025-06-02,DEBIT,65.37,GBP,98.4058,-1641954.78,Starbucks,Utilities,Water,UAE,Pune,TRUE,SUSPECTED FRAUD,2023.0,1222229.55774,Negative
2025-07-05,CREDIT,35.92,GBP,98.6369,-1076053.26,Flipkart,Entertainment,Streaming,India,Pune,TRUE,SUSPECTED FRAUD,2025.0,673177.11512,Negative
2024-11-24,CREDIT,19.61,USD,75.181,-1412740.29,Swiggy,Dining,FastFood,India,Jaipur,TRUE,SUSPECTED FRAUD,2018.0,280116.8879,Negative
2024-03-31,CREDIT,11.98,USD,82.5252,-556800.92,Myntra,Automotive,Repair,USA,Kolkata,TRUE,MANUAL ADJUSTMENT,2025.0,187843.86023999998,Negative
2023-11-08,DEBIT,33.37,USD,76.1796,-557298.36,Reliance,Clothing,Men,UAE,Kolkata,TRUE,MANUAL ADJUSTMENT,2019.0,483001.51787999994,Negative
2024-11-14,REFUND,151.46,INR,1.0,-1641954.78,Swiggy,Dining,FastFood,Australia,Delhi,TRUE,CASHBACK CREDITED,,28777.4,Negative
2025-06-18,CREDIT,139.78,USD,78.3588,-1559259.77,Myntra,Education,Course,Canada,Gurugram,TRUE,CASHBACK CREDITED,2023.0,2081068.68216,Negative
2024-12-31,CREDIT,33.89,AED,19.3564,-2514333.16,Zomato,Electronics,Accessory,UAE,Jaipur,TRUE,MANUAL ADJUSTMENT,,124637.79524000002,Negative
2025-01-10,DEBIT,33.37,GBP,90.8794,-2775613.55,Starbucks,Travel,Flight,UAE,Jaipur,TRUE,SUSPECTED FRAUD,2017.0,576202.6598200001,Negative
2024-11-30,DEBIT,33.37,USD,78.8844,-2582053.8,Amazon,Travel,Taxi,USA,Jaipur,TRUE,MANUAL ADJUSTMENT,,500150.76131999993,Negative
2023-10-23,REFUND,9.51,INR,1.0,-555036.89,Zomato,Utilities,Electricity,India,Bengaluru,TRUE,,,1806.8999999999999,Negative
2024-08-01,DEBIT,33.37,AED,18.6861,-2625264.19,ShopEasy,Automotive,Repair,Canada,Delhi,TRUE,MONTHLY SUBSCRIPTION,,118475.47982999998,Negative
2024-03-31,CREDIT,38.53,AED,18.001,-1825611.98,BigBasket,Travel,Hotel,Australia,Pune,TRUE,MANUAL ADJUSTMENT,2017.0,131779.92070000002,Negative
2023-09-20,CREDIT,19.71,USD,79.5601,-277715.7,ElectroWorld,Utilities,Internet,USA,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,,297944.61849,Negative
2024-12-27,CREDIT,15.25,USD,75.4207,-1150379.36,Zomato,Clothing,Men,UK,Chennai,TRUE,CASHBACK CREDITED,2017.0,218531.47825,Negative
2024-08-26,CREDIT,19.22,GBP,97.9446,-1641954.78,Walmart,Education,Books,India,Mumbai,TRUE,"REPEAT PURCHASE -- VERIFY
CONTACT SUPPORT",,357674.09027999995,Negative
2024-06-05,DEBIT,46.75,INR,1.0,-1639692.28,Walmart,Dining,Cafe,Canada,Pune,TRUE,PROMO APPLIED,,8882.5,Negative
2024-02-06,DEBIT,9.39,INR,1.0,-1713965.56,LocalMart,Groceries,Specialty,UK,Jaipur,TRUE,CASHBACK CREDITED,2024.0,1784.1000000000001,Negative
2023-10-29,DEBIT,30.83,USD,82.1664,-1641954.78,AutoZone,Automotive,Repair,Australia,Gurugram,TRUE,,2018.0,481306.12127999996,Negative
2024-09-30,DEBIT,9.18,INR,1.0,-2652949.78,Zomato,Groceries,Specialty,UAE,Bengaluru,TRUE,REPEAT PURCHASE,2024.0,1744.2,Negative
2024-03-06,DEBIT,33.37,INR,1.0,-281494.57,Flipkart,Electronics,Mobile,USA,Mumbai,TRUE,REPEAT PURCHASE,,6340.299999999999,Negative
2024-05-25,REFUND,32.55,AED,20.9292,-1162778.93,Zomato,Education,Books,Australia,Kolkata,TRUE,CHARGEBACK REQUESTED,,129436.63739999999,Negative
2024-03-28,REFUND,16.38,AED,19.0502,-1641954.78,Amazon,Travel,Flight,Canada,Noida,TRUE,"MONTHLY SUBSCRIPTION -- VERIFY
CONTACT SUPPORT",,59288.032439999995,Negative
2024-02-10,DEBIT,4.87,USD,73.4543,-2308504.27,AutoZone,Dining,Restaurant,USA,Jaipur,TRUE,MONTHLY SUBSCRIPTION,,67967.26379,Negative
2024-11-12,DEBIT,28.01,INR,1.0,-1199612.3,LocalMart,Groceries,Supermarket,UK,Kolkata,TRUE,,2016.0,5321.900000000001,Negative
2024-06-18,DEBIT,7.01,GBP,93.5409,-1641954.78,Zomato,Dining,FastFood,Australia,Delhi,TRUE,CASHBACK CREDITED,,124587.12470999999,Negative
2025-03-24,CREDIT,6.9,GBP ,106.1186,-2308501.83,ShopEasy,Dining,FastFood,India,Gurugram,TRUE,CHARGEBACK REQUESTED,,139121.4846,Negative
2024-04-22,DEBIT,33.37,INR,1.0,-1008922.24,Reliance,Entertainment,Streaming,Canada,Bengaluru,TRUE,CASHBACK CREDITED,2018.0,6340.299999999999,Negative
2024-02-28,DEBIT,33.37,USD,74.2125,-1641954.78,Paytm Mall,Travel,Taxi,India,Delhi,TRUE,MANUAL ADJUSTMENT,2021.0,470529.51375,Negative
2025-07-31,DEBIT,3.92,USD,73.2021,-280486.08,Reliance,Travel,Hotel,UK,Noida,TRUE,CHARGEBACK REQUESTED,2019.0,54520.92408,Negative
2025-07-07,DEBIT,33.37,USD,77.1736,-975105.65,Zomato,Dining,Cafe,UAE,Hyderabad,TRUE,MONTHLY SUBSCRIPTION,2016.0,489303.77607999987,Negative
2024-10-14,CREDIT,35.99,GBP,90.5074,-2623182.08,Zomato,Electronics,Laptop,UK,Chennai,TRUE,,,618898.65194,Negative
2025-08-13,REFUND,51.48,USD,78.8773,-1773974.96,ElectroWorld,Dining,FastFood,Australia,Pune,TRUE,CASHBACK CREDITED,,771514.64676,Negative
2025-08-15,CREDIT,74.04,INRR,1.0,-1200013.2,ElectroWorld,Electronics,Mobile,UK,Mumbai,TRUE,CHARGEBACK REQUESTED,2025.0,14067.6,Negative
2024-09-05,DEBIT,3372.06,GBP,93.1657,-165792.96,Reliance,Entertainment,Movies,Australia,Noida,TRUE,,,59690462.76498,Negative
2025-07-31,CREDIT,10.05,USD,78.7772,-2118158.91,Paytm Mall,Health,Clinic,India,Pune,TRUE,MANUAL ADJUSTMENT,2025.0,150425.0634,Negative
2023-09-30,REFUND,33.37,INR,1.0,-1889635.68,Zomato,Travel,Flight,India,Noida,TRUE,CASHBACK CREDITED,,6340.299999999999,Negative
2025-01-06,REFUND,43.76,INR,1.0,-159541.63,Reliance,Clothing,Men,UK,Chennai,TRUE,CASHBACK CREDITED,,8314.4,Negative
2024-04-17,DEBIT,9.15,USD,81.2975,-1641954.78,Myntra,Travel,Taxi,Australia,Hyderabad,TRUE,,,141335.70375,Negative
2024-01-22,DEBIT,33.37,USD,79.3007,-1412968.24,Starbucks,Electronics,Mobile,Canada,Chennai,TRUE,PROMO APPLIED,,502790.22821,Negative
2025-01-24,DEBIT,5.88,INR,1.0,-556682.74,ShopEasy,Entertainment,Concert,USA,Chennai,TRUE,CHARGEBACK REQUESTED,2016.0,1117.2,Negative
2025-06-20,REFUND,174.42,USD,81.569,-1641954.78,Swiggy,Education,Course,UK,Jaipur,TRUE,MANUAL ADJUSTMENT,2024.0,2703180.3462,Negative
2024-08-23,DEBIT,27.62,INR,1.0,-1641954.78,Amazon,Travel,Hotel,UK,Delhi,TRUE,PROMO APPLIED,2021.0,5247.8,Negative
2024-12-26,DEBIT,13.1,USD,77.1133,-1713320.67,ShopEasy,Health,Clinic,UAE,Gurugram,TRUE,MANUAL ADJUSTMENT,,191935.0037,Negative
2024-12-03,DEBIT,26.86,INR,1.0,-1412660.65,Zomato,Entertainment,Concert,UK,Kolkata,TRUE,PROMO APPLIED,2021.0,5103.4,Negative
2024-10-24,CREDIT,113.97,GBP,92.991,-1076140.34,ShopEasy,Automotive,Fuel,Canada,Bengaluru,TRUE,"PROMO APPLIED -- VERIFY
CONTACT SUPPORT",,2013655.0113,Negative
2025-03-30,DEBIT,153.29,USD,81.8495,-1807409.32,Myntra,Dining,Cafe,UK,Noida,TRUE,MANUAL ADJUSTMENT,,2383874.87245,Negative
2023-12-29,REFUND,10.23,INR,1.0,-1641954.78,Paytm Mall,Automotive,Fuel,USA,Kolkata,TRUE,CHARGEBACK REQUESTED,,1943.7,Negative
2023-10-06,CREDIT,9.72,GBP,92.5132,-1641954.78,Paytm Mall,Dining,FastFood,UK,Kolkata,TRUE,PROMO APPLIED,2015.0,170853.37776,Negative
2025-09-03,CREDIT,40.53,AED,21.1678,-1641954.78,ShopEasy,Automotive,Repair,Australia,Hyderabad,TRUE,,,163006.87746,Negative
2024-06-30,DEBIT,33.37,GBP,104.3226,-1641954.78,AutoZone,Dining,Cafe,Australia,Hyderabad,TRUE,,2024.0,661436.58078,Negative
